Week,Campaign,Channel,Category,Season,Spend,Clicks,Impressions,Conversions,ConversionValue,CTR,CPC,ConvRate,CPA,ROAS,Profit,AnalysisStartDate,AnalysisEndDate
2026-01-05/2026-01-11,Demo Campaign 005,Demo Channel 001,Demo Category 004,Winter,97.620471,21,421,0.0,0.0,0.0498812351543943,4.648593857142857,0.0,0.0,0.0,-97.620471,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 005,Demo Channel 001,Demo Category 003,Winter,12.186362,2,37,0.0,0.0,0.054054054054054,6.093181,0.0,0.0,0.0,-12.186362,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 005,Demo Channel 001,Demo Category 014,Winter,24.51,8,326,0.0,0.0,0.0245398773006134,3.06375,0.0,0.0,0.0,-24.51,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 005,Demo Channel 001,Demo Category 005,Winter,0.0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 005,Demo Channel 001,Demo Category 015,Winter,60.559316,11,209,0.0,0.0,0.0526315789473684,5.505392363636363,0.0,0.0,0.0,-60.559316,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 005,Demo Channel 001,Demo Category 001,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 011,Demo Channel 001,Demo Category 004,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 011,Demo Channel 001,Demo Category 003,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 011,Demo Channel 001,Demo Category 029,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 004,Demo Channel 001,Demo Category 004,Winter,121.05,13,440,1.0,2733.03,0.0295454545454545,9.31153846153846,0.0769230769230769,121.05,22.577695167286247,2611.98,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 004,Demo Channel 001,Demo Category 003,Winter,254.960643,31,999,0.0,0.0,0.031031031031031,8.224536870967743,0.0,0.0,0.0,-254.960643,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 004,Demo Channel 001,Demo Category 005,Winter,320.189917,48,947,0.0,0.0,0.0506863780359028,6.670623270833333,0.0,0.0,0.0,-320.189917,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 004,Demo Channel 001,Demo Category 015,Winter,531.023691,71,2006,2.0,3739.6,0.0353938185443669,7.479206915492957,0.028169014084507,265.5118455,7.042247009653662,3208.576309,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 004,Demo Channel 001,Demo Category 001,Winter,0.0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 016,Demo Channel 001,Demo Category 018,Winter,10.66,6,61,0.0,0.0,0.0983606557377049,1.7766666666666666,0.0,0.0,0.0,-10.66,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 016,Demo Channel 001,Demo Category 019,Winter,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 016,Demo Channel 001,Demo Category 027,Winter,0.0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 016,Demo Channel 001,Demo Category 009,Winter,0.0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 017,Demo Channel 002,Demo Category 010,Winter,716.535985,401,121615,0.0,0.0,0.0032972906302676,1.7868727805486284,0.0,0.0,0.0,-716.535985,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 018,Demo Channel 002,Demo Category 011,Winter,722.262417,768,58116,0.0,0.0,0.0132149494115217,0.94044585546875,0.0,0.0,0.0,-722.262417,2026-01-01,2026-01-31
2026-01-05/2026-01-11,Demo Campaign 019,Demo Channel 002,Demo Category 012,Winter,776.37848,350,11949,0.0,0.0,0.0292911540714704,2.2182242285714286,0.0,0.0,0.0,-776.37848,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 020,Demo Channel 003,Demo Category 010,Winter,347.459491,40,16533,0.0,0.0,0.0024194036170084,8.686487275000001,0.0,0.0,0.0,-347.459491,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 020,Demo Channel 003,Demo Category 012,Winter,376.810457,36,17537,0.0,0.0,0.0020528026458345,10.466957138888889,0.0,0.0,0.0,-376.810457,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 007,Demo Channel 001,Demo Category 004,Winter,356.620821,92,368,0.0,0.0,0.25,3.87631327173913,0.0,0.0,0.0,-356.620821,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 007,Demo Channel 001,Demo Category 003,Winter,653.341549,159,437,3.0,6009.4,0.3638443935926773,4.109066345911949,0.0188679245283018,217.7805163333333,9.197945560324374,5356.058451,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 007,Demo Channel 001,Demo Category 014,Winter,4293.846432,1136,4511,22.136892,38833.72306322,0.2518288627798714,3.779794394366197,0.0194867007042253,193.96789901671835,9.044040973102971,34539.87663122,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 007,Demo Channel 001,Demo Category 005,Winter,859.652903,202,588,2.25,5819.655,0.3435374149659864,4.25570744059406,0.0111386138613861,382.0679568888889,6.769772985923366,4960.002097,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 007,Demo Channel 001,Demo Category 015,Winter,1360.159369,270,1326,2.0,4853.939970186,0.2036199095022624,5.0376272925925925,0.0074074074074074,680.0796845,3.568655321438293,3493.780601186,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 001,Demo Channel 001,Demo Category 004,Winter,34.45,15,34,0.0,0.0,0.4411764705882353,2.296666666666667,0.0,0.0,0.0,-34.45,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 001,Demo Channel 001,Demo Category 003,Winter,79.77956499999999,29,72,2.0,4279.74,0.4027777777777778,2.7510194827586205,0.0689655172413793,39.8897825,53.64456424398905,4199.960435,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 001,Demo Channel 001,Demo Category 005,Winter,8.850000000000001,5,19,0.0,0.0,0.2631578947368421,1.7700000000000002,0.0,0.0,0.0,-8.850000000000001,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 001,Demo Channel 001,Demo Category 001,Winter,989.657341,433,1109,7.83612,13563.74429752,0.3904418394950406,2.2855827736720555,0.0180972748267898,126.29430649351976,13.70549556457036,12574.08695652,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 014,Demo Channel 001,Demo Category 023,Winter,306.540257,85,675,0.0,0.0,0.1259259259259259,3.6063559647058825,0.0,0.0,0.0,-306.540257,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 014,Demo Channel 001,Demo Category 007,Winter,370.42527,102,643,0.067152,157.78974048,0.1586314152410575,3.631620294117647,0.0006583529411764,5516.220961401001,0.4259691583136323,-212.63552952,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 012,Demo Channel 001,Demo Category 004,Winter,8.57,2,10,0.0,0.0,0.2,4.285,0.0,0.0,0.0,-8.57,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 012,Demo Channel 001,Demo Category 003,Winter,101.781177,20,65,0.0,0.0,0.3076923076923077,5.08905885,0.0,0.0,0.0,-101.781177,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 012,Demo Channel 001,Demo Category 014,Winter,393.211697,44,202,0.0,0.0,0.2178217821782178,8.936629477272728,0.0,0.0,0.0,-393.211697,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 012,Demo Channel 001,Demo Category 005,Winter,94.242543,21,74,0.0,0.0,0.2837837837837837,4.487740142857143,0.0,0.0,0.0,-94.242543,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 012,Demo Channel 001,Demo Category 015,Winter,91.857947,11,90,2.0,5119.68,0.1222222222222222,8.350722454545455,0.1818181818181818,45.9289735,55.73475314008488,5027.822053,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 012,Demo Channel 001,Demo Category 001,Winter,2.92,1,9,0.0,0.0,0.1111111111111111,2.92,0.0,0.0,0.0,-2.92,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 009,Demo Channel 001,Demo Category 014,Winter,639.154988,60,263,0.0,0.0,0.2281368821292775,10.652583133333334,0.0,0.0,0.0,-639.154988,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 009,Demo Channel 001,Demo Category 005,Winter,313.350052,46,165,0.0,0.0,0.2787878787878788,6.811957652173914,0.0,0.0,0.0,-313.350052,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 009,Demo Channel 001,Demo Category 015,Winter,508.148647,32,201,0.666006,1463.84706834,0.1592039800995024,15.87964521875,0.0208126875,762.9790827710261,2.880745775832008,955.69842134,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 006,Demo Channel 001,Demo Category 004,Winter,44.890919,4,23,0.0,0.0,0.1739130434782608,11.22272975,0.0,0.0,0.0,-44.890919,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 006,Demo Channel 001,Demo Category 003,Winter,474.205398,42,146,0.0,0.0,0.2876712328767123,11.290604714285717,0.0,0.0,0.0,-474.205398,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 006,Demo Channel 001,Demo Category 014,Winter,387.469466,53,227,2.916764,5135.3133272,0.2334801762114537,7.310744641509435,0.0550332830188679,132.8422409217887,13.253465828453177,4747.843861199999,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 006,Demo Channel 001,Demo Category 005,Winter,153.396189,33,105,0.0,0.0,0.3142857142857143,4.648369363636363,0.0,0.0,0.0,-153.396189,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 006,Demo Channel 001,Demo Category 015,Winter,362.537891,30,157,0.0,0.0,0.1910828025477707,12.084596366666666,0.0,0.0,0.0,-362.537891,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 006,Demo Channel 001,Demo Category 001,Winter,43.21,1,9,0.0,0.0,0.1111111111111111,43.21,0.0,0.0,0.0,-43.21,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 010,Demo Channel 001,Demo Category 003,Winter,8.370000000000001,2,7,0.0,0.0,0.2857142857142857,4.1850000000000005,0.0,0.0,0.0,-8.370000000000001,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 010,Demo Channel 001,Demo Category 014,Winter,179.063422,42,117,1.89553,3923.367994,0.358974358974359,4.26341480952381,0.0451316666666666,94.46615036427806,21.910493780242845,3744.304572,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 010,Demo Channel 001,Demo Category 005,Winter,1354.999722,294,2125,0.125,149.9875,0.1383529411764706,4.608842591836734,0.0004251700680272,10839.997776,0.1106919046290402,-1205.012222,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 010,Demo Channel 001,Demo Category 001,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 003,Demo Channel 001,Demo Category 013,Winter,9365.074008,7318,16247,231.699078,506847.807067911,0.4504216162983935,1.279731348455862,0.031661530199508,40.41912505150323,54.12106798461416,497482.733059911,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 003,Demo Channel 001,Demo Category 017,Winter,78.799759,43,637,0.0,0.0,0.0675039246467817,1.8325525348837208,0.0,0.0,0.0,-78.799759,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 003,Demo Channel 001,Demo Category 031,Winter,25.73,14,204,0.0,0.0,0.0686274509803921,1.8378571428571429,0.0,0.0,0.0,-25.73,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 003,Demo Channel 001,Demo Category 002,Winter,397.183625,243,757,11.0,26408.55,0.321003963011889,1.6345005144032922,0.0452674897119341,36.10760227272727,66.48952357993107,26011.366375,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 013,Demo Channel 001,Demo Category 024,Winter,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 013,Demo Channel 001,Demo Category 021,Winter,5.88,3,10,0.0,0.0,0.3,1.96,0.0,0.0,0.0,-5.88,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 013,Demo Channel 001,Demo Category 030,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 013,Demo Channel 001,Demo Category 006,Winter,3.84,2,9,0.0,0.0,0.2222222222222222,1.92,0.0,0.0,0.0,-3.84,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 013,Demo Channel 001,Demo Category 032,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 008,Demo Channel 001,Demo Category 004,Winter,690.331593,123,1636,0.0,0.0,0.0751833740831295,5.612451975609756,0.0,0.0,0.0,-690.331593,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 008,Demo Channel 001,Demo Category 003,Winter,386.508519,70,874,0.0,0.0,0.080091533180778,5.521550271428571,0.0,0.0,0.0,-386.508519,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 008,Demo Channel 001,Demo Category 005,Winter,542.755735,98,1457,2.0,3339.48,0.0672614962251201,5.538323826530612,0.0204081632653061,271.3778675,6.152823055844818,2796.724265,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 008,Demo Channel 001,Demo Category 015,Winter,1330.790258,237,3743,0.0,0.0,0.0633181939620625,5.61514876793249,0.0,0.0,0.0,-1330.790258,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 008,Demo Channel 001,Demo Category 001,Winter,221.830676,46,217,0.0,0.0,0.2119815668202765,4.822406,0.0,0.0,0.0,-221.830676,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 002,Demo Channel 001,Demo Category 023,Winter,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 002,Demo Channel 001,Demo Category 004,Winter,337.674232,62,477,0.0,0.0,0.129979035639413,5.446358580645161,0.0,0.0,0.0,-337.674232,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 002,Demo Channel 001,Demo Category 003,Winter,14.52,3,14,0.0,0.0,0.2142857142857142,4.84,0.0,0.0,0.0,-14.52,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 002,Demo Channel 001,Demo Category 005,Winter,14.159999999999998,3,15,0.0,0.0,0.2,4.72,0.0,0.0,0.0,-14.159999999999998,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 002,Demo Channel 001,Demo Category 001,Winter,1325.611035,250,1418,4.0,6569.239961781001,0.1763046544428773,5.30244414,0.016,331.40275875,4.95563162068955,5243.628926781001,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 015,Demo Channel 001,Demo Category 016,Winter,775.664099,111,754,0.0,0.0,0.1472148541114058,6.987964855855855,0.0,0.0,0.0,-775.664099,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 015,Demo Channel 001,Demo Category 008,Winter,158.722424,22,333,0.0,0.0,0.066066066066066,7.214655636363636,0.0,0.0,0.0,-158.722424,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 005,Demo Channel 001,Demo Category 004,Winter,63.89,14,327,0.0,0.0,0.0428134556574923,4.563571428571429,0.0,0.0,0.0,-63.89,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 005,Demo Channel 001,Demo Category 003,Winter,31.76,5,26,0.0,0.0,0.1923076923076923,6.351999999999999,0.0,0.0,0.0,-31.76,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 005,Demo Channel 001,Demo Category 014,Winter,45.44,7,203,0.0,0.0,0.0344827586206896,6.491428571428571,0.0,0.0,0.0,-45.44,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 005,Demo Channel 001,Demo Category 005,Winter,10.34,2,17,0.0,0.0,0.1176470588235294,5.17,0.0,0.0,0.0,-10.34,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 005,Demo Channel 001,Demo Category 015,Winter,27.17,7,198,0.0,0.0,0.0353535353535353,3.8814285714285712,0.0,0.0,0.0,-27.17,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 005,Demo Channel 001,Demo Category 001,Winter,2.54,1,3,0.0,0.0,0.3333333333333333,2.54,0.0,0.0,0.0,-2.54,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 011,Demo Channel 001,Demo Category 004,Winter,3.94,2,23,0.0,0.0,0.0869565217391304,1.97,0.0,0.0,0.0,-3.94,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 011,Demo Channel 001,Demo Category 003,Winter,5.85,3,17,0.0,0.0,0.1764705882352941,1.95,0.0,0.0,0.0,-5.85,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 011,Demo Channel 001,Demo Category 005,Winter,0.0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 011,Demo Channel 001,Demo Category 029,Winter,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 011,Demo Channel 001,Demo Category 015,Winter,0.0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 011,Demo Channel 001,Demo Category 001,Winter,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 004,Demo Channel 001,Demo Category 004,Winter,189.681996,17,352,0.0,0.0,0.0482954545454545,11.157764470588235,0.0,0.0,0.0,-189.681996,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 004,Demo Channel 001,Demo Category 003,Winter,155.370798,21,642,0.0,0.0,0.0327102803738317,7.398609428571429,0.0,0.0,0.0,-155.370798,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 004,Demo Channel 001,Demo Category 005,Winter,281.35,44,804,2.0,7039.68,0.0547263681592039,6.394318181818181,0.0454545454545454,140.67499999999998,25.021076950417637,6758.33,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 004,Demo Channel 001,Demo Category 015,Winter,480.182517,50,1370,2.0,4139.6,0.0364963503649635,9.60365034,0.04,240.0912585,8.620888627646558,3659.417483,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 004,Demo Channel 001,Demo Category 001,Winter,0.0,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 016,Demo Channel 001,Demo Category 018,Winter,8.017938000000001,6,47,0.0,0.0,0.1276595744680851,1.336323,0.0,0.0,0.0,-8.017938000000001,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 016,Demo Channel 001,Demo Category 020,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 016,Demo Channel 001,Demo Category 019,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 016,Demo Channel 001,Demo Category 028,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 016,Demo Channel 001,Demo Category 026,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 016,Demo Channel 001,Demo Category 009,Winter,0.0,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 016,Demo Channel 001,Demo Category 022,Winter,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 017,Demo Channel 002,Demo Category 010,Winter,727.856068,425,130037,0.0,0.0,0.0032683005606096,1.7126025129411766,0.0,0.0,0.0,-727.856068,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 018,Demo Channel 002,Demo Category 011,Winter,632.470564,780,46537,0.0,0.0,0.0167608569525323,0.8108596974358974,0.0,0.0,0.0,-632.470564,2026-01-01,2026-01-31
2026-01-12/2026-01-18,Demo Campaign 019,Demo Channel 002,Demo Category 012,Winter,696.3722829999999,348,28087,0.0,0.0,0.0123900736995763,2.001069778735632,0.0,0.0,0.0,-696.3722829999999,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 020,Demo Channel 003,Demo Category 010,Winter,328.963919,46,14907,0.0,0.0,0.0030857986180988,7.151389543478261,0.0,0.0,0.0,-328.963919,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 020,Demo Channel 003,Demo Category 012,Winter,373.792925,71,16988,0.0,0.0,0.0041794207676006,5.264689084507042,0.0,0.0,0.0,-373.792925,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 007,Demo Channel 001,Demo Category 004,Winter,341.709658,101,381,1.0,1299.9,0.2650918635170604,3.3832639405940594,0.0099009900990099,341.709658,3.8041067016022128,958.190342,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 007,Demo Channel 001,Demo Category 003,Winter,711.047662,187,548,2.0,2959.74,0.3412408759124087,3.802393914438502,0.0106951871657754,355.523831,4.162505775878636,2248.692338,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 007,Demo Channel 001,Demo Category 014,Winter,3840.115429,1080,4581,20.267316,31638.962390101,0.2357563850687623,3.5556624342592595,0.0187660333333333,189.47330909529413,8.239065459118258,27798.846961101,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 007,Demo Channel 001,Demo Category 005,Winter,845.738501,199,605,0.210022,319.376904,0.3289256198347107,4.249942216080402,0.0010553869346733,4026.904329070288,0.3776307967798193,-526.3615970000001,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 007,Demo Channel 001,Demo Category 015,Winter,1275.087736,270,1300,2.0,2499.7999647730003,0.2076923076923077,4.72254717037037,0.0074074074074074,637.543868,1.960492516863953,1224.7122287730003,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 001,Demo Channel 001,Demo Category 004,Winter,33.385032,15,43,0.0,0.0,0.3488372093023256,2.2256688,0.0,0.0,0.0,-33.385032,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 001,Demo Channel 001,Demo Category 003,Winter,54.98,25,67,2.0,2785.3,0.373134328358209,2.1992,0.08,27.49,50.66024008730448,2730.32,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 001,Demo Channel 001,Demo Category 005,Winter,16.22,7,16,0.0,0.0,0.4375,2.317142857142857,0.0,0.0,0.0,-16.22,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 001,Demo Channel 001,Demo Category 001,Winter,1129.893718,521,1326,5.26555,11098.44964612,0.3929110105580694,2.168701953934741,0.010106621880998,214.5822787742971,9.822560714617584,9968.55592812,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 014,Demo Channel 001,Demo Category 023,Winter,276.67753300000004,62,696,0.0,0.0,0.0890804597701149,4.462540854838711,0.0,0.0,0.0,-276.67753300000004,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 014,Demo Channel 001,Demo Category 007,Winter,431.953604,116,674,1.760847,3521.5179153,0.172106824925816,3.723737965517241,0.0151797155172413,245.3101285915244,8.152537408392591,3089.5643113,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 012,Demo Channel 001,Demo Category 004,Winter,26.609728,5,18,0.0,0.0,0.2777777777777778,5.3219456,0.0,0.0,0.0,-26.609728,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 012,Demo Channel 001,Demo Category 003,Winter,213.43372,17,65,0.0,0.0,0.2615384615384615,12.554924705882351,0.0,0.0,0.0,-213.43372,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 012,Demo Channel 001,Demo Category 014,Winter,329.689728,24,138,0.0,0.0,0.1739130434782608,13.737072,0.0,0.0,0.0,-329.689728,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 012,Demo Channel 001,Demo Category 005,Winter,12.44,3,51,0.0,0.0,0.0588235294117647,4.146666666666667,0.0,0.0,0.0,-12.44,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 012,Demo Channel 001,Demo Category 015,Winter,130.08,9,41,0.0,0.0,0.2195121951219512,14.453333333333337,0.0,0.0,0.0,-130.08,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 009,Demo Channel 001,Demo Category 014,Winter,660.85384,52,338,2.0,1999.8,0.1538461538461538,12.708727692307692,0.0384615384615384,330.42692,3.0260851627948475,1338.94616,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 009,Demo Channel 001,Demo Category 005,Winter,252.83248,39,139,0.0,0.0,0.2805755395683453,6.482884102564102,0.0,0.0,0.0,-252.83248,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 009,Demo Channel 001,Demo Category 015,Winter,459.36624,31,207,0.0,0.0,0.1497584541062802,14.818265806451612,0.0,0.0,0.0,-459.36624,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 006,Demo Channel 001,Demo Category 004,Winter,37.20023,7,36,0.0,0.0,0.1944444444444444,5.314318571428571,0.0,0.0,0.0,-37.20023,2026-01-01,2026-01-31
2026-01-19/2026-01-25,Demo Campaign 006,Demo Channel 001,Demo Category 003,Winter,458.61406,71,224,1.886134,2451.7855866,0.3169642857142857,6.459352957746479,0.0265652676056338,243.15030639392532,5.346075928417895,1993.1715266,2026-01-01,2026-01-31
